country_name;country_code;internet;secure;export;import;telephone;hightech;mobile
Afghanistan;AFG;8.26;1.41422877708379;72.6527939813295;9.05315416678759;0.343677097495694;;61.5776190975489
Albania;ALB;63.252932696931;37.7271372682853;25.3031685393982;11.1241009857694;7.09162800779861;15123662;106.380206826378
Algeria;DZA;38.2;2.54622796620999;59.2568248942755;58.0120275869752;8.04162795473209;2449466;113.031094272445
American Samoa;ASM;;72.0227591919046;;;18.0056897979762;;
Andorra;ADO;96.91;1631.83063017042;;;47.9925880172946;;88.1235330450896
Angola;AGO;12.4;5.47518752916936;5.42535682669566;;1.24857985954906;;60.8438958128085
Antigua and Barbuda;ATG;65.2;304.951098913067;;;13.0687634771623;0;137.222016510205
Argentina;ARG;69.40092102179;63.293537253072;49.7601889423147;37.910044108342;24.0065013535551;1442450760;143.90779684665
Armenia;ARM;58.2493322231746;49.0437788629266;25.7481353676153;12.0466670327429;18.4436222242962;11067794;115.145509216191
Aruba;ABW;88.661226932496;279.144086476913;14.7648491661982;44.0609137055837;33.6898035403171;1194859;135.721779976706
Australia;AUS;84.560519347399;1460.94584332671;24.1331411064483;31.5155630740937;37.9549457238006;4237456601;132.800509432285
Austria;AUT;83.9263;1500.5072529743;38.6628159108343;45.3951843168786;42.1827625239826;15947437007;157.408263680185
Azerbaijan;AZE;77;16.3707684801368;13.410978342416;56.5148991952012;18.6841305872097;9446115;111.28263171802
Bahamas, The;BHS;78;337.612333416663;9.12375563977135;41.6620950676672;31.2025060056922;0;80.2930726179141
Bahrain;BHR;93.4783011354165;187.331592166054;;;20.5170747635921;23467871;185.261957188434
Bangladesh;BGD;14.4;1.31680583006092;79.9360115662315;12.9114828861951;0.517918790096822;;83.3609929687662
Barbados;BRB;76.11;457.400207589325;;;54.5623726007193;26483703;116.456682505339
Belarus;BLR;62.230360906803;62.8613476295596;44.0754228616144;44.280178975045;49.0371682952711;560689500;123.636003717629
Belgium;BEL;85.0529;976.898152984643;59.1211191737848;54.047314015449;40.1372264687402;38855955864;115.690785217498
Belize;BLZ;41.589999999835;411.926955330975;19.1643865231401;27.0269953522928;6.04146168850223;0;48.9070708116848
Benin;BEN;6.787702956098;3.86035479050268;;;1.78923784456887;1523076;85.6443226859836
Bermuda;BMU;98.3236096537251;7204.72139189086;45.7663839536173;27.7606571096155;18.2988197261277;1013119;57.9462624660709
Bhutan;BTN;39.8;16.7778738562007;1.66168956717163;43.5604138949402;2.80902711147115;;87.1193788226324
Bolivia;BOL;45.1;15.7580091946585;20.9322666587297;;7.99203811285424;24935819;92.1838515991895
Bosnia and Herzegovina;BIH;65.065502803344;42.7774815138295;41.4845964153237;25.4829842707217;20.2028230607558;96042566;90.1519602145099
Botswana;BWA;27.5;17.237683343757;19.9693639799626;52.6339769890967;7.80452934053697;35802081;169.003000432801
Brazil;BRA;59.079477910505;77.0564853674853;62.9045020315552;57.1088314140932;21.4464005472725;8848309553;126.592264521349
British Virgin Islands;VGB;;5312.61413819438;;;41.6666666666667;;145.833333333333
Brunei Darussalam;BRN;71.2;203.219372950084;5.38555585476804;58.1330097805075;8.9569444087936;75036399;108.131115254388
Bulgaria;BGR;56.6563;181.527115316807;34.3376705331231;;23.2618938591165;1107680340;129.271714964948
Burkina Faso;BFA;11.387646166247;0.662779465103833;;;0.419071010417466;5393895;80.6430332758849
Burundi;BDI;4.86622446359511;0.536724429844347;86.376426953316;;0.201375818384057;762143;46.2209571982514
Cabo Verde;CPV;43.019626357101;51.8729995273793;13.6757661626287;38.4480866271108;11.4999557361085;0;127.152257950287
Cambodia;KHM;19;5.13548072175843;;;1.63542792050473;60108587;133.000347833098
Cameroon;CMR;20.6801476606263;2.48455942699891;;;4.50977720851281;13383768;71.8454294848714
Canada;CAN;88.47;1308.77763538284;52.3107077382845;37.9080189963205;44.3307254998379;26295474480;81.9305877629189
Cayman Islands;CYM;77;2284.5898577551;;;55.9207564160288;;155.49218736972
Central African Republic;CAF;4.563264351542;;;;0.0208199651806902;;20.4452058074378
Chad;TCD;2.70000000055;0.213713694317609;;;0.125161468142772;;40.1730681243971
Channel Islands;CHI;;;;;;;
Chile;CHL;64.289;145.140379719549;31.5662613771434;36.408132716041;19.2248832881743;531985652;129.470390138128
China;CHN;50.3;10.1172678344832;44.1562818249787;19.0042448286848;16.4810364565919;554272928043;93.1614208936838
Colombia;COL;55.9049725142924;57.2895344647868;17.3497563514656;27.6225999774908;14.3536597637499;793475743;115.744774275413
Comoros;COM;7.459161385649;;;;3.11664835635757;;54.8010669326207
Congo, Dem. Rep.;ZAR;3.799999507273;0.349438505384731;44.7179757887794;25.3045865071184;0;;52.989071511097
Congo, Rep.;COG;7.61597466209;1.73147805459783;;;0.363936698991382;;111.664342467003
Costa Rica;CRI;59.7629501371681;103.580602556236;48.7866148863554;28.4707363387003;17.1845850285216;861602448;150.662050596432
Cote d'Ivoire;CIV;21;4.09663549053642;;;1.301922059363;37577573;119.310970447729
Croatia;HRV;69.8031;264.415998091092;19.3217857971817;48.662456889863;34.6974437499501;762004793;103.766672447592
Cuba;CUB;31.107970210145;0.526798133238135;;;11.5199750941946;;29.6507275498158
Curacao;CUW;;537.838521893192;49.7436376170507;47.2045996457096;38.1508302779349;;114.152727361169
Cyprus;CYP;71.7159;677.078863811894;4.10319408135428;16.8849203603069;27.7932849372583;26759530;95.4003408617707
Czech Republic;CZE;81.2986;866.819274625994;47.6654343666481;46.3321258712471;18.0921327337883;20792031147;129.21056392003
Denmark;DNK;96.3305;1975.86258778626;28.3940734752442;30.3568166624493;29.921121185194;9375393736;128.341937604507
Djibouti;DJI;11.9224314345;9.01041942376115;55.6373306945389;;2.55652703582917;;34.6798450077696
Dominica;DMA;67.6;454.045129334067;;;20.8076499724821;;106.293340671436
Dominican Republic;DOM;51.9302327383135;30.6789517980478;10.8180539708653;20.0509716470213;12.2507647527937;185791798;82.5867021024424
Ecuador;ECU;48.9404337892669;41.8722002224554;12.8910320540668;18.7063657649769;15.485670225077;97006477;79.4292705315293
Egypt, Arab Rep.;EGY;35.9;5.44214213904861;12.6989778029506;;7.36093840034177;88390406;110.99155439173
El Salvador;SLV;26.915075328277;25.789253161183;40.9126278546082;22.3258906029924;14.694455432787;183144061;145.255665964623
Equatorial Guinea;GNQ;21.319999985207;3.55004378387333;;;1.41786302247264;;66.7193747091467
Eritrea;ERI;1.083733115675;;;;0.979572354330912;;7.04995255010884
Estonia;EST;88.4066;1145.58101460521;40.2800485993055;35.9356014335674;30.2764275398035;1042325765;148.688084222564
Ethiopia;ETH;11.6;0.241471163060949;;;0.900164825687653;11843145;42.7640288054523
Faroe Islands;FRO;94.2;;;;34.3462097947309;;127.283012768709
Fiji;FJI;46.32872894627;51.5611251534224;12.4621276275072;;8.12846480502998;3022421;108.202171548525
Finland;FIN;92.6513;1781.64480821187;75.9981620664267;58.7761367480284;9.83409857392752;3632887080;135.499960443849
France;FRA;84.6945;809.314579300188;55.9808767473975;57.902498447232;59.9065347874473;104339993891;102.613158472136
French Polynesia;PYF;64.560209747212;180.362422373428;;;21.2191085145209;10418387;94.8968044022577
Gabon;GAB;23.5;9.85340452514705;;;1.07115182226577;;168.917524507495
Gambia, The;GMB;17.119820502123;5.5250727802769;;;2.2841700417394;;131.26323232395
Georgia;GEO;45.1583744140752;63.3324272900245;7.52256287050127;15.2781854798855;22.0736013604241;34742057;128.950596347113
Germany;DEU;87.5898;1762.73745474395;53.0964160515771;44.2801263881366;54.9308371923724;185556246410;116.712283291961
Ghana;GHA;23.478128435343;4.99819535960976;78.7687088959558;62.8341646002213;1.0212223924939;;129.735997131372
Gibraltar;GIB;;;;;;;
Greece;GRC;66.835;191.985536966362;12.2524659623497;21.0847122084643;46.5321562888819;1141459515;113.983743958767
Greenland;GRL;67.600443481006;1318.74398545817;;;27.9353993889131;487213;106.503710170231
Grenada;GRD;53.81;46.8055230517201;;;25.3378821676945;;112.252797720584
Guam;GUM;73.139999947043;206.021720575684;;;40.0270771404185;;
Guatemala;GTM;27.100000000275;20.7429564048528;28.1307520664381;17.8471727888568;10.574229838351;228466451;111.481299339149
Guinea;GIN;4.7;0.475866056394886;;;0;2448491;87.1736636408562
Guinea-Bissau;GNB;3.540706917021;1.62661136188036;;;0;;69.2749663971164
Guyana;GUY;38.2;16.9472744220002;25.4980566966103;33.889894888233;19.075644091029;105777;67.1855633467102
Haiti;HTI;12.197766377036;2.05395036740971;15.8470570188648;28.3354126679086;0.386656357087897;;69.9030369593495
Honduras;HND;20.356867428881;13.1268374476474;72.0241612990792;13.8872136543591;5.90072290598305;;95.5421094486092
Hong Kong SAR, China;HKG;84.9483529634062;904.49922663126;;;59.1680081251845;425888102;228.831565816743
Hungary;HUN;72.8347;366.288980674447;49.9731659935823;61.7457593592494;31.2188918695207;11759507186;118.91166491582
Iceland;ISL;98.2;3406.65552274177;23.7248121500039;43.8886558528347;49.9361502458958;110196317;114.014575562472
India;IND;26;6.82201014820232;69.9033474824549;;1.98987780399646;13750546786;78.8413634784012
Indonesia;IDN;21.9760677113476;7.95919255971573;34.6313348080216;;8.75448999532808;;132.34821009376
Iran, Islamic Rep.;IRN;44.082875016875;5.52400482208963;;;38.2742653320031;;93.3848298539484
Iraq;IRQ;17.22;1.31783432049648;;;5.58340548144472;;93.827493516176
Ireland;IRL;80.1224;850.733175555514;73.0803065328913;84.6840100192477;40.8740820536949;29060468411;103.705486268251
Isle of Man;IMY;;3201.18478013215;;;;;
Israel;ISR;78.88517910353;288.769032504415;73.7995276461784;51.7651228210069;43.0833756759241;11818252000;133.467550086318
Italy;ITA;65.5716;288.542736651218;38.8647926408142;42.1073381429231;33.0971048631027;26955337473;151.318513601264
Jamaica;JAM;43.1758971872;65.6653977470532;15.1002542958761;45.6652146828225;8.97992233964958;509846;111.514582998611
Japan;JPN;93.329411063737;971.018302740758;55.4904791144142;61.6270152939308;50.1766629866691;91513823175;125.053760696262
Jordan;JOR;53.4;27.6514188403864;13.8364500290269;8.12004636446226;4.79778302573812;85510786;179.433012213645
Kazakhstan;KAZ;72.8660129673921;17.6127326034936;18.0376119316186;;24.7047678574101;2844361044;187.173901804764
Kenya;KEN;45.6228006060586;9.14217674403091;;;0.182884554638269;;80.6782027369922
Kiribati;KIR;12.99748389414;8.89497700648444;;;1.39927052247643;;38.8423096963668
Korea, Dem. Peopleï¿½s Rep.;PRK;;0.0397530271632037;;;4.69085552697667;;12.8799761927156
Korea, Rep.;KOR;89.8962557995106;2319.55460853157;48.6710871808494;49.4723339592957;58.0555721607259;126540921279;118.461917184148
Kosovo;KSV;;;22.60262495196;25.6008866690507;;;
Kuwait;KWT;82.0791147627883;223.271922849145;54.7616698145332;22.5620359772261;13.3951033641523;138387434;231.763194665177
Kyrgyz Republic;KGZ;30.247042775311;11.4151418499245;26.3466304698795;18.7511793682284;7.14910077548445;42363668;132.7972052354
Lao PDR;LAO;18.2;2.49925647119982;5.05656179759338;4.63709427133535;13.7114631893433;;53.0961078982263
Latvia;LVA;79.2006;456.420209862316;29.2800480146775;34.6636517040072;19.4747265503276;1014979613;126.974525945905
Lebanon;LBN;74;48.1990065193429;32.1471453615349;32.3648163241021;19.1941466163688;;87.0662320742501
Lesotho;LSO;16.071707703394;4.21541323695962;22.1856627255547;24.2519938617651;2.13969424314519;;105.524037363993
Liberia;LBR;5.903867602799;3.5528411848903;80.7903590837097;73.0887091710904;0.199847272273478;;81.0935820380825
Libya;LBY;19.016079781565;3.82260683310084;;;10.0046223888252;;157.002919070203
Liechtenstein;LIE;96.6411950959488;10231.5419253417;;;45.8717065748378;;108.814500413764
Lithuania;LTU;71.378;243.625951352468;22.7207801020964;22.4808042196305;18.7370726406308;1776964048;139.516380462752
Luxembourg;LUX;97.3341;2913.93704491676;29.0348486864642;34.7606854016297;50.9699757575088;673934496;148.510568584897
Macao SAR, China;MAC;77.6001318608868;466.298846505992;1.98390100239629;;25.0056466240033;0;324.440813113857
Macedonia, FYR;MKD;70.3802;91.4141431150957;58.8925720139898;55.7035807785361;17.6629998041959;110003537;105.378402096289
Madagascar;MDG;4.173972190007;1.65047890708588;;;1.04392790873182;1139363;46.0153519295543
Malawi;MWI;9.2981483471244;1.33602614243015;34.332697089899;;0.263902197076208;3577452;35.3364221487652
Malaysia;MYS;71.0640678111957;103.78817953522;35.5649586694968;40.2699352113647;14.3373259153254;57257697127;143.912905658171
Maldives;MDV;54.461955146942;102.648577706195;3.28916279129703;40.2674183307623;6.12071590391669;;206.656219184817
Mali;MLI;10.33692498389;1.25002173333241;;;1.0394876258312;;139.611855568999
Malta;MLT;76.184;1866.30747009851;50.5031469194382;54.6558902725979;53.3871008883705;621282492;129.297906729215
Marshall Islands;MHL;19.282441803511;113.222501085049;;;;;29.2491461136377
Mauritania;MRT;15.199126690825;2.70432130877351;74.5938968606882;55.6237372342925;1.25713686307418;;89.3206598461261
Mauritius;MUS;50.1393184766711;175.826960926022;33.0769138411792;42.1740771306901;30.3131588624907;673785;140.573285651266
Mexico;MEX;57.4310429923633;39.1600433654573;2.41658987090514;14.0468205076752;15.8796309231177;45780911356;85.3044167070499
Micronesia, Fed. Sts.;FSM;31.501081275309;;;;6.51732720658625;;
Moldova;MDA;49.8369395415;61.6181084084802;45.0112559119354;29.1779997592971;34.9876688621019;17928258;108.039651678815
Monaco;MCO;93.3633020180933;3975.51085314463;;;128.092379958246;;88.7787056367432
Mongolia;MNG;21.4360311065255;30.0763669370836;28.8855372021292;36.0900695427072;8.7454542344469;3051815;104.964198354459
Montenegro;MNE;64.564993139872;72.3021652088408;14.9970323727385;53.2643089721707;24.8486057571643;6492297;162.155944114448
Morocco;MAR;57.08;6.16682225772541;37.5518373446299;41.4138785953365;6.54501464976292;538711364;126.872321632911
Mozambique;MOZ;9;2.18029518551864;6.27338490891094;52.9172074276994;0.329225608584554;31240449;74.2388482899769
Myanmar;MMR;21.8;0.705046503939707;33.9024661447278;42.4045878512814;0.966914309660492;;76.6728474949036
Namibia;NAM;22.3070147912325;28.4688246035716;49.0964764825084;35.1074852009123;7.62871127793778;;102.10126360053
Nauru;NRU;;;;;;;
Nepal;NPL;17.58161800656;3.78765295279111;62.7404743436943;18.6782838939569;2.97792288630466;2792696;96.7491084673268
Netherlands;NLD;93.0965;2828.1488759202;69.5809765963679;71.0803920246193;41.2695768482851;59127953689;123.538429708276
New Caledonia;NCL;74.00175279141;476.190476190476;;;34.9614474039225;36492164;93.4838702322276
New Zealand;NZL;88.22288881795;1298.6052179211;18.5275948343887;35.4012756385833;40.248925462471;604218907;121.834585183696
Nicaragua;NIC;19.704291498993;14.3044298352919;59.1399345904947;22.2808313113198;5.65837823323227;9962232;116.105480531478
Niger;NER;2.220165349673;0.251267392728925;;;0.570883488907734;10668321;46.4958652465853
Nigeria;NGA;47.442550294429;2.60150875872566;20.6138900694068;;0.101978803447834;;82.1857390940684
Northern Mariana Islands;MNP;;54.4761213001634;;;39.9491556201198;;
Norway;NOR;96.8103;2030.43887695752;37.5022550663829;43.1025764995493;20.018989500358;4616966268;113.577045532412
Oman;OMN;74.174165970433;87.7399850040341;18.5138615369007;;10.4606709873988;204251051;159.860555493156
Pakistan;PAK;18;2.37131294844743;72.8420688462204;33.296916727361;1.589714986454;259422148;66.9166230298871
Palau;PLW;;140.904607580668;;;33.8358931003711;2201531;111.516603259593
Panama;PAN;51.2054249948687;121.909598052093;8.58657101986247;22.5572023876563;15.5580954826466;457;174.194318465064
Papua New Guinea;PNG;7.9;11.0246044234125;81.9911067193674;;1.96545541764028;;46.6468085786626
Paraguay;PRY;44.381596919184;27.8651261619946;29.4239217517376;5.54933666061821;5.46193897233903;47679184;105.389551058433
Peru;PER;40.9;32.4126174001256;7.61154429191718;29.8956156777983;9.34597860214927;195064245;109.866905819028
Philippines;PHL;40.7;13.6842927407856;73.6076329058151;29.8207857280733;2.98518587511809;26192288870;118.125543735547
Poland;POL;67.997;547.138864533302;47.678286322512;49.8788455050149;11.1062901003789;13444666348;148.706552821045
Portugal;PRT;68.6329;315.886674278611;30.0597998338165;40.5173834311124;44.1375195169394;1904611150;110.411663924289
Puerto Rico;PRI;79.46876882531;139.025531765463;;;22.094923503923;;87.0908284597688
Qatar;QAT;92.8848264535481;296.597184787204;13.3048782721794;27.3758725964543;18.2450142498625;137486327;153.586927990014
Romania;ROM;55.7632;229.271420603942;57.5928409587742;57.7212436359354;19.7875723016807;3536097090;107.140204125259
Russian Federation;RUS;73.41;126.387251370974;47.8122172286758;43.5170811001733;25.70405055475;9677335778;159.951485924084
Rwanda;RWA;18;4.13448586720755;41.5179156240142;37.2866957406271;0.13665105541879;7610522;70.4829053416055
Samoa;WSM;25.407009766593;41.4018672242118;;;5.63375908253462;66788;58.5163640880204
San Marino;SMR;;1636.19772820239;;;52.0407521539526;;115.162568391925
Sao Tome and Principe;STP;25.822248798856;10.5072920606901;20.564901030308;32.9535281705327;3.45199994082286;200157;65.0948560269453
Saudi Arabia;SAU;69.6162358014004;53.7406470665596;6.45942347295688;52.0954205129566;12.5324050402336;276022477;176.588813181571
Senegal;SEN;21.690264133037;5.22166531068611;;;2.00581314941774;27132070;99.9467577835257
Serbia;SRB;65.3170254003801;63.5368140894505;52.5180704639213;41.2462300134536;36.4688074542975;;120.520024289178
Seychelles;SYC;58.118697567706;484.391819160388;29.221589867028;57.7783372057306;22.7627621221495;1229820;158.120186872027
Sierra Leone;SLE;2.5;0.929773581537424;;;0.269048005286002;35094;89.5296803472302
Singapore;SGP;82.103;932.068317229154;36.3491669024171;47.6375066541611;35.9770103077738;130988629328;146.1398082816
Sint Maarten (Dutch part);SXM;;180.333359095242;13.8526827815556;45.7764795326317;;;
Slovak Republic;SVK;85.019514056785;392.511130981462;38.1867959492721;42.5259568081049;15.878483420971;6878304957;122.310164241156
Slovenia;SVN;73.0987;806.776730717794;32.4117101651244;52.5216316919788;36.2217994935272;1427285488;113.219324847228
Solomon Islands;SLB;10.000464982561;10.2811729447507;25.2628826508706;32.4576867461436;1.27257982281747;193415;72.664684284546
Somalia;SOM;1.76;0.0927032871844009;;;0.458521308339307;;52.4692226562391
South Africa;ZAF;51.919115722747;129.974532779493;21.6613498128701;35.0103824470507;7.72284923241677;1960691751;159.272837713728
South Sudan;SSD;17.9297872340426;0.243115535309614;;;0;;23.8555252120151
Spain;ESP;78.6896;362.465045820644;29.5651293314127;39.7632919389115;40.6368015436915;14240904065;107.895185390203
Sri Lanka;LKA;29.988737549341;13.8319183439855;14.6696176074158;14.7860447783384;12.0359754619713;59295119;112.829549651529
St. Kitts and Nevis;KNA;75.7;449.866839415533;;;35.661658480208;;131.842314360012
St. Lucia;LCA;52.35;86.4869539835351;;;18.8572324629468;;101.516192000519
St. Martin (French part);MAF;;31.4920954840335;;;;;
St. Vincent and the Grenadines;VCT;51.77;210.118579963823;;;22.7339221387167;472716;103.654433411963
Sudan;SDN;26.614928545846;0.0745621672259409;15.4946029446504;23.5859368667445;0.300288663755837;;70.5282456610378
Suriname;SUR;42.763827782511;81.0350384456006;23.9989391696476;67.3778107248035;15.4980527152588;;180.689061656724
Swaziland;SWZ;30.382700656117;15.540377786584;67.5808179542507;;3.3449525055639;;73.2000071566426
Sweden;SWE;90.6102;1755.40631160467;60.8660957382021;56.8260000576556;36.6691551775486;14945654831;130.379405239366
Switzerland;CHE;87.97;3100.04517932718;51.4501960032214;69.311164862591;50.2511952865835;53257659389;142.01424754904
Syrian Arab Republic;SYR;29.979797235769;0.918799077720295;;;18.3337109065728;;62.446424872477
Tajikistan;TJK;18.980000000495;2.82956971087103;33.1338033982439;21.4845563835614;5.30754493643954;;98.590260318239
Tanzania;TZA;5.355144064127;2.03851026417971;11.5026933731621;12.3373529352391;0.273124547578124;8771922;75.8557968786706
Thailand;THA;39.3161267365004;30.4152368476577;16.9286538027115;33.1256246299101;7.8767674173814;34543515383;125.810180201863
Timor-Leste;TMP;13.4;3.21281269703578;27.7813655209604;73.6993931100478;0.231949707845699;;117.396313364055
Togo;TGO;7.12;6.29742060390073;;;0.734785826456948;1192704;64.9484429694496
Tonga;TON;44.999518833326;9.41885655081473;;;12.4272647797028;;65.6144539805789
Trinidad and Tobago;TTO;69.198470608693;127.197651916641;;;20.1138043672779;;157.672735589372
Tunisia;TUN;48.519835991689;13.2339437152271;27.5894086878472;;8.3977496535902;681454561;129.931497729289
Turkey;TUR;53.7449791423583;67.0939339227718;8.76753399721598;25.4631681588512;14.9862833743873;2323079468;96.0213486130337
Turkmenistan;TKM;14.996774820447;0.744393507250951;;;12.0592084804523;;145.938754481029
Turks and Caicos Islands;TCA;;291.214071463933;;;11.6485628585573;;
Tuvalu;TUV;42.7;;;;20.1694231544978;;40.3388463089956
Uganda;UGA;19.221099634407;1.92148145297713;37.659081147123;38.1418453050277;0.819134684903529;7695449;50.3727884788475
Ukraine;UKR;49.26;65.4672088711497;46.8895675936345;31.2529067063529;21.61545520556;1386828856;144.023179259947
United Arab Emirates;ARE;91.2434057753709;354.702754614166;;;23.0593660228829;;187.348138189236
United Kingdom;GBR;92.0003;1382.56746053531;47.8542722035885;47.6771846696443;52.648762317865;69417266219;125.750842806237
United States;USA;74.55;1649.90027653017;45.2164312483519;42.1155384927075;37.5209570774289;154353963992;117.586744410658
Uruguay;URY;64.6;106.657186027909;25.6078517120662;21.4817261752849;32.257491770401;266119238;160.209644498231
Uzbekistan;UZB;42.8;2.68374894167638;;;8.44064873659085;;73.3199254713878
Vanuatu;VUT;22.351404582536;71.7923915179179;5.81770179262847;;1.81781664948766;;66.2470442005699
Venezuela, RB;VEN;61.869248094278;12.69766446232;20.2134337727558;48.8041958041958;24.8623337160211;;92.972211220367
Vietnam;VNM;52.720000000055;14.754023279297;;;6.3178208700753;;130.639685787998
Virgin Islands (U.S.);VIR;54.839137296;453.781837140595;;;71.0904907114661;;
West Bank and Gaza;WBG;57.42419241388;5.65336760932426;44.1718271319149;;8.93639332441526;5099724;77.6246121242565
Yemen, Rep.;YEM;25.09951439988;0.633566777845213;56.4620319170885;;4.67983542330737;2946931;67.9809733164791
Zambia;ZMB;21;4.31785134834469;8.54989947765519;;0.748504923192628;36503179;74.4717777592779
Zimbabwe;ZWE;16.36;6.6013999710692;31.6719844868012;38.8063223889821;2.21786347055204;10072513;84.7888044358599
